service,top90_trace_num,top90_cg_num,ms_num,label
S_1589635,473,1,2,5
S_1823657,430,9,7,2
S_41625243,424,3,4,2
S_38633893,399,8,7,1
S_69180840,391,1,3,2
S_46397581,382,19,17,1
S_24247592,379,7,8,1
S_102102712,377,3,4,1
S_154172810,375,20,12,1
S_119467046,367,18,16,2
S_22455132,366,6,8,1
S_72526650,355,1,2,5
S_24267532,351,4,4,2
S_120665074,349,1,3,2
S_20658969,345,3,4,1
S_88325686,344,2,3,2
S_87127018,341,3,4,2
S_19405053,330,4,4,2
S_91318256,318,1,4,2
S_42223490,313,1,3,2
S_52392017,305,12,7,1
S_54177778,298,4,10,1
S_20679078,296,1,3,2
S_117670859,263,2,4,2
S_27860060,241,69,10,2
S_7209269,236,2,3,2
S_35041881,234,1,4,2
S_83534243,229,8,7,2
S_147605690,225,20,10,2
S_127846660,216,2,3,2
S_47594854,209,5,5,2
S_140412949,200,3,4,2
S_115852941,184,1,4,2
S_75152368,183,2,4,2
S_119444241,181,4,5,2
S_63162008,174,1,3,5
S_114654568,168,27,10,2
S_69169291,164,2,5,2
S_21798289,153,3,4,1
S_37962535,146,2,3,5
S_91896214,146,1,2,1
S_161952951,146,1,4,2
S_149996057,141,1,3,2
S_10202702,129,3,3,2
S_23072070,128,27,29,5
S_53579854,126,116,16,1
S_149975887,125,27,10,1
S_80522249,123,6,7,1
S_119362404,123,1,3,1
S_21864437,118,24,7,5
S_40407463,113,4,10,2
S_42994388,107,2,5,5
S_163769793,106,1,4,2
S_133215366,98,3,6,2
S_76329687,97,1,2,1
S_137399342,96,7,14,2
S_141016086,95,1,3,1
S_6610590,92,1,4,2
S_117673716,89,2,4,2
S_154785189,83,2,4,2
S_57189715,80,1,4,2
S_112875915,78,7,5,2
S_70365782,75,1,4,1
S_34443040,73,42,39,5
S_144011455,72,1,5,2
S_6589008,59,3,4,2
S_127826621,58,8,22,2
S_23072065,57,3,4,2
S_43422593,53,1,4,2
S_53001387,49,1,4,2
S_148201448,47,1,4,2
S_45196878,47,23,20,2
S_159558053,47,1,2,1
S_34943707,46,3,3,1
S_78126003,41,2,3,5
S_60766275,38,32,28,1
S_165562239,28,14,8,1
S_73956589,28,3,4,2
S_46319249,28,2,4,5
S_134409809,23,4,5,2
S_147004421,23,4,5,1
S_138033733,22,1,3,2
S_112875944,22,1,3,2
S_72738423,22,1,5,1
S_27259969,20,3,9,2
S_107466752,20,1,3,2
S_61387902,19,7,8,5
S_76354009,18,9,9,2
S_117650822,18,1,5,2
S_11401636,18,2,5,2
S_149012065,14,1,3,5
S_157161349,14,6,5,1
S_39810696,14,3,8,2
S_73360314,13,1,3,1
S_71560895,12,1,3,5
S_125450792,12,2,4,2
S_82913697,12,2,5,2
S_64966057,11,6,8,5
S_119469711,10,2,5,2
S_10803297,10,2,6,2
S_149897595,9,6,8,1
S_52416780,9,4,4,2
S_65402440,7,1,2,5
S_32025460,6,3,6,2
S_69156050,6,3,8,5
S_57803180,5,1,2,5
S_63196480,5,1,3,5
S_36817895,5,3,7,2
S_126647632,5,5,6,1
S_100882215,4,4,6,1
S_112644279,4,2,4,2
S_65553700,3,3,5,2
S_36840482,3,3,7,2
S_8300568,3,1,2,1
S_158981587,3,2,4,1
S_10182706,3,3,4,2
S_48800446,3,3,6,5
S_87105307,3,2,3,5
S_95523546,3,1,2,5
S_131447417,3,1,2,5
S_95278423,2,1,2,5
S_11412838,2,1,2,5
S_14687951,2,1,4,1
S_133162609,2,1,2,1
S_27181900,2,1,6,5
S_118846204,2,2,6,1
S_51209242,2,2,4,5
S_124826027,2,2,7,2
S_36840895,2,1,2,5
S_18263246,2,1,2,1
S_67385385,2,1,2,5
S_118284083,1,1,3,2
S_24874297,1,1,2,5
S_152386468,1,1,7,2
S_9011670,1,1,2,5
S_116485778,1,1,2,5
S_17454060,1,1,2,1
S_162939428,1,1,2,1
S_39833721,1,1,3,5
S_62583391,1,1,5,5
S_108698698,1,1,3,2
S_156470635,1,1,2,1
S_114443292,1,1,2,1
S_131453623,1,1,2,5
S_108698049,1,1,2,5
S_42203424,1,1,4,2
S_12011388,1,1,2,1
S_57203524,1,1,2,5
S_42813632,1,1,6,2
S_18779383,1,1,2,1
S_54810059,1,1,3,2
S_114682474,1,1,2,5
S_139218634,1,1,3,5
S_86994373,1,1,3,2
S_93728405,1,1,2,1
S_89292134,1,1,2,1
S_73371533,1,1,2,5
S_5780791,1,1,3,5
S_67312770,1,1,3,5
S_8175370,1,1,2,1
S_156570841,1,1,2,1
